title,url,page_signal_score,purpose_hits,impact_hits,leadership_purpose_co_mentions,strategy_hits,capital_hits,employee_hits,execution_hits,capability_hits,industry_hits,source_file
"Meta Announces Nuclear Energy Projects, Unlocking Up to 6.6 GW to Power American Leadership in AI Innovation",https://about.fb.com/news/2026/01/meta-nuclear-energy-projects-power-american-ai-leadership,20.8,0,19,4,4,12,0,1,21,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Requesting Oversight Board Guidance on Our Cross-Check System,https://about.fb.com/news/2021/09/requesting-oversight-board-guidance-cross-check-system,20.0,0,8,3,1,1,3,5,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta Ropes in Neena Gupta and Leading Creators for its Latest 'Scam se Bacho' Campaign,https://about.fb.com/news/2026/02/meta-ropes-in-neena-gupta-and-leading-creators-for-its-latest-scam-se-bacho-campaign,19.0,0,8,3,4,6,4,4,1,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Reimagining Our Infrastructure for the AI Age,https://about.fb.com/news/2023/05/metas-infrastructure-for-ai,19.0,0,10,0,2,2,6,8,27,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Expanding Teen Account Protections and Child Safety Features,https://about.fb.com/news/2025/07/expanding-teen-account-protections-child-safety-features,18.9,0,15,0,0,3,8,4,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Meta’s 30th Data Center: Delivering AI, Creating Community Benefits, and Supporting Wetlands Restoration",https://about.fb.com/news/2025/11/metas-30th-data-center-delivering-ai-supporting-wetlands-restoration,18.8,0,17,0,3,14,3,1,10,3,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Our Approach to Frontier AI,https://about.fb.com/news/2025/02/meta-approach-frontier-ai,18.4,0,8,0,1,1,4,2,14,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Teen Accounts Expand to Facebook and Messenger with New Protections | Meta,https://about.fb.com/news/2025/04/introducing-new-built-in-restrictions-instagram-teen-accounts-expanding-facebook-messenger,18.2,0,17,0,0,2,1,7,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta’s Kansas City Data Center and Upcoming AI-Optimized Data Centers,https://about.fb.com/news/2025/08/metas-kansas-city-data-center,17.6,0,9,0,2,14,1,2,14,3,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Integrity and Transparency Reports, First Quarter 2023",https://about.fb.com/news/2023/05/integrity-and-transparency-reports-q1-2023,16.9,0,8,6,1,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Indonesian Parents Support Dedicated Teen Social Media Accounts,https://about.fb.com/news/2025/09/indonesian-parents-support-dedicated-teen-social-media-accounts,16.9,0,29,0,0,1,7,5,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Our New Education Campaign to Help Protect Teens From Sextortion Scams,https://about.fb.com/news/2024/10/instagram-campaign-protect-teens-sextortion-scams,16.9,0,8,1,0,0,4,2,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
How AI Glasses Are Empowering People With Disabilities,https://about.fb.com/news/2025/11/meta-ai-glasses-empowering-people-with-disabilities,16.8,0,11,1,0,0,6,1,8,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta and Childhelp Launch Curriculum to Help Students Avoid Online Exploitation,https://about.fb.com/news/2025/02/meta-child-launch-curriculum-help-students-avoid-online-exploitation,16.8,0,7,0,3,4,8,2,2,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta and Microsoft Introduce the Next Generation of Llama,https://about.fb.com/news/2023/07/llama-2,16.6,0,15,0,2,1,7,8,8,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Hard Questions: How Do We Measure Our Efforts to Keep Bad Content off Facebook?,https://about.fb.com/2018/05/measuring-our-efforts,16.5,0,12,0,0,4,1,5,6,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
More Speech and Fewer Mistakes,https://about.fb.com/news/2025/01/meta-more-speech-fewer-mistakes,16.2,0,4,0,10,2,0,6,5,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Expanding Meta’s Custom Silicon to Power Our AI Workloads,https://about.fb.com/news/2026/03/expanding-metas-custom-silicon-to-power-our-ai-workloads,16.1,0,7,0,10,0,5,5,16,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Social Feeds Are Powering India’s Micro-Drama Boom: Meta-Ormax Report,https://about.fb.com/news/2026/03/social-feeds-are-powering-indias-micro-drama-boom-meta-ormax-report,15.6,0,2,0,4,1,0,9,9,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Publishing Our Internal Enforcement Guidelines and Expanding Our Appeals Process,https://about.fb.com/2018/04/comprehensive-community-standards,15.4,0,7,0,0,0,7,3,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Continuing to Make Instagram Safer for the Youngest Members of Our Community,https://about.fb.com/news/2021/03/continuing-to-make-instagram-safer-for-the-youngest-members-of-our-community,15.3,0,15,1,0,2,7,3,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Building a Safer Community With New Suicide Prevention Tools,https://about.fb.com/news/2017/03/building-a-safer-community-with-new-suicide-prevention-tools,15.3,0,19,0,0,0,2,4,6,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Investing in Privacy,https://about.fb.com/news/2024/01/investing-in-privacy,15.3,0,5,0,4,14,1,17,12,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Embracing Change Through Inclusion: Meta’s 2022 Diversity Report,https://about.fb.com/news/2022/07/metas-diversity-report-2022,15.2,0,2,1,0,1,4,1,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta and AMD Partner for Longterm AI Infrastructure Agreement,https://about.fb.com/news/2026/02/meta-amd-partner-longterm-ai-infrastructure-agreement,14.8,0,6,2,10,1,1,1,16,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Breaking Ground on Our New AI-Optimized Data Center in El Paso,https://about.fb.com/news/2025/10/metas-new-ai-optimized-data-center-el-paso,14.7,0,8,0,2,3,2,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Facebook Publishes Enforcement Numbers for the First Time,https://about.fb.com/news/2018/05/enforcement-numbers,14.1,0,1,1,0,7,2,8,9,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
How We Protect Businesses From Malware,https://about.fb.com/news/2023/05/how-meta-protects-businesses-from-malware,13.9,0,9,0,0,0,0,2,4,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
One Year In: Meta's Richland Parish Data Center Supports Louisiana Economy With $875M In Contracts,https://about.fb.com/news/2025/12/metas-richland-parish-data-center-supports-louisiana-economy-875-million-in-contracts,13.8,0,6,1,0,6,1,2,2,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"How Meta’s Data Centers Support American Energy, Jobs, the Environment, and Local Communities",https://about.fb.com/news/2026/03/meta-data-centers-support-energy-jobs-environment-local-communities,13.4,0,11,0,0,11,2,2,12,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Groundbreaking Studies Could Help Answer the Thorniest Questions About Social Media and Democracy,https://about.fb.com/news/2023/07/research-social-media-impact-elections,13.4,0,7,2,0,0,0,0,5,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Feedback Is a Gift: How We Collaborate to Build Privacy-First Experiences,https://about.fb.com/news/2023/10/collaborating-to-build-privacy-first-experiences,13.2,0,6,1,1,3,1,1,13,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
New Education Product for Quest Devices Will Help Teachers Bring Subjects to Life in New Ways,https://about.fb.com/news/2024/04/new-education-product-for-quest-devices,13.1,0,7,0,0,1,3,6,13,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Introducing Instagram Teen Accounts: Built-In Protections for Teens, Peace of Mind for Parents",https://about.fb.com/news/2024/09/instagram-teen-accounts,13.1,0,24,1,0,0,1,9,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
New Alerts to Let Parents Know if Their Teen May Need Support,https://about.fb.com/news/2026/02/new-meta-alerts-let-parents-know-if-teen-may-need-support,12.9,0,13,1,0,0,1,1,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Patrick Collison and Dina Powell McCormick to Join Meta Board of Directors,https://about.fb.com/news/2025/04/patrick-collison-and-dina-powell-mccormick-to-join-meta-board-of-directors,12.7,0,5,6,2,4,1,0,9,3,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Fighting Scammers and Protecting People With New Technology and Partnerships,https://about.fb.com/news/2026/03/fighting-scammers-protecting-people-with-new-technology-and-partnerships,12.6,0,6,0,1,6,1,4,8,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Fostering Innovation and Economic Opportunity: The Llama Impact Grant Recipients,https://about.fb.com/news/2025/04/llama-impact-grant-recipients,12.3,0,9,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Helping People With Memory Loss Find Their Way With AI Glasses,https://about.fb.com/news/2026/02/helping-people-with-memory-loss-with-ai-glasses,12.2,0,13,0,0,0,0,1,10,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
How We’re Advancing Accessibility at Meta,https://about.fb.com/news/2025/05/advancing-accessibility-meta,12.1,0,13,0,0,0,0,2,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Increasing Our Ads Transparency,https://about.fb.com/news/2023/02/increasing-our-ads-transparency,11.2,0,5,0,0,0,0,5,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Beyond the Headlines: Meta’s Record of Protecting Teens and Supporting Parents,https://about.fb.com/news/2026/01/metas-record-protecting-teens-supporting-parents,10.8,0,15,0,1,0,3,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Strengthening US National Security by Making Llama Available to Key Allies,https://about.fb.com/news/2025/09/strengthening-us-national-security-by-making-llama-available-to-key-allies,10.7,0,7,1,2,0,0,1,5,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Giving Teens and Parents More Ways to Manage Their Time on Our Apps,https://about.fb.com/news/2023/06/parental-supervision-and-teen-time-management-on-metas-apps,10.2,0,5,0,0,0,1,2,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Avoiding Investment and Payment Scams Online,https://about.fb.com/news/2025/05/avoiding-investment-payment-scams-online,10.1,0,3,0,1,19,1,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Introducing Orion, Our First True Augmented Reality Glasses",https://about.fb.com/news/2024/09/introducing-orion-our-first-true-augmented-reality-glasses,10.0,0,4,0,0,0,3,0,7,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
New Research on the Relationship Between Facebook Friendships and Economic Opportunity,https://about.fb.com/news/2022/08/new-research-relationship-between-facebook-friendships-and-economic-opportunity,9.7,0,5,1,0,0,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Dana White, John Elkann and Charlie Songhurst to Join Meta Board of Directors",https://about.fb.com/news/2025/01/dana-white-john-elkann-charlie-songhurst-meta-board-of-directors,9.5,0,1,1,2,3,2,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Rewarding Original Creators on Facebook,https://about.fb.com/news/2026/03/rewarding-original-creators-on-facebook,9.5,0,6,0,0,2,0,2,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Celebrating 10 Years of Reality Labs,https://about.fb.com/news/2024/04/celebrating-10-years-of-reality-labs,9.3,0,5,0,0,3,0,5,14,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Launching Default End-to-End Encryption on Messenger,https://about.fb.com/news/2023/12/default-end-to-end-encryption-on-messenger,9.3,0,2,0,0,2,3,3,2,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Updates to Meta AI Glasses: Conversation Focus, Spotify Integration, and More",https://about.fb.com/news/2025/12/updates-to-meta-ai-glasses-conversation-focus-spotify-integration,9.2,0,3,0,3,0,0,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
New Tools to Support Independent Research,https://about.fb.com/news/2023/11/new-tools-to-support-independent-research,9.2,0,6,1,0,2,0,4,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
How Meta Is Preparing for the 2026 US Midterm Elections,https://about.fb.com/news/2026/02/meta-prepares-for-2026-us-midterms,9.2,0,6,0,0,2,0,2,7,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Advancing Water Stewardship at Meta's Data Centers,https://about.fb.com/news/2025/12/advancing-water-stewardship-in-metas-data-center-communities,9.1,0,4,0,0,3,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Oversight Board Selects First Policy Advisory Opinion Request to Review,https://about.fb.com/news/2021/06/oversight-board-selects-first-policy-advisory-opinion-request-to-review,8.9,0,1,2,2,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Protecting People From Malicious Account Compromise Apps,https://about.fb.com/news/2022/10/protecting-people-from-malicious-account-compromise-apps,8.8,0,4,0,0,0,0,1,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Cracking Down on Spammy Content on Facebook,https://about.fb.com/news/2025/04/cracking-down-spammy-content-facebook,8.7,0,2,0,2,2,0,2,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Introducing Our First AI Glasses Built For Prescriptions,https://about.fb.com/news/2026/03/meta-ai-glasses-built-for-prescriptions,8.5,0,3,0,1,1,0,4,0,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Privacy Matters: Meta’s Generative AI Features,https://about.fb.com/news/2023/09/privacy-matters-metas-generative-ai-features,8.3,0,3,0,0,0,0,4,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Statement of Support for Meta’s Open Approach to Today’s AI,https://about.fb.com/news/2023/07/llama-2-statement-of-support,8.3,0,4,3,1,4,0,0,20,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Announcing the Language Technology Partner Program,https://about.fb.com/news/2025/02/announcing-language-technology-partner-program,8.1,0,4,0,3,1,0,0,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Discover Reels From Around the World With Meta AI Translation,https://about.fb.com/news/2025/10/discover-reels-around-world-meta-ai-translation,8.0,0,4,0,0,0,0,4,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
The FTC’s Weak Case Against Meta Ignores Reality,https://about.fb.com/news/2025/04/ftcs-weak-case-against-meta-ignores-reality,7.9,0,1,0,0,10,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Introducing Edits: A Streamlined Video Creation App,https://about.fb.com/news/2025/04/introducing-edits-streamlined-video-creation-app,7.8,0,2,0,0,0,0,3,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Introducing Lantern: Protecting Children Online,https://about.fb.com/news/2023/11/lantern-program-protecting-children-online,7.8,0,4,0,2,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta Announces Joint Venture With Funds Managed by Blue Owl Capital to Develop Hyperion Data Center,https://about.fb.com/news/2025/10/meta-blue-owl-capital-develop-hyperion-data-center,7.4,0,1,0,1,15,0,0,2,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Improving Your Recommendations on Our Apps With AI at Meta,https://about.fb.com/news/2025/10/improving-your-recommendations-apps-ai-meta,7.4,0,5,0,0,0,0,0,8,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Global Government Requests Report,https://about.fb.com/news/2013/08/global-government-requests-report,7.3,0,1,0,0,0,0,0,4,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Meta Connect 2022: Meta Quest Pro, More Social VR and a Look Into the Future",https://about.fb.com/news/2022/10/meta-quest-pro-social-vr-connect-2022,7.2,0,0,0,0,1,0,4,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Removing Coordinated Inauthentic Behavior,https://about.fb.com/news/2020/10/removing-coordinated-inauthentic-behavior-mexico-iran-myanmar,7.1,0,0,0,0,1,0,0,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
A Note From Mark Zuckerberg,https://about.fb.com/news/2022/06/mark-zuckerberg-note,7.0,0,1,0,2,1,1,3,8,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Athletic Intelligence Is Here, Meet Oakley Meta Vanguard",https://about.fb.com/news/2025/09/oakley-meta-vanguard-performance-ai-glasses-sports,6.7,0,0,0,0,0,1,5,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Combating Nudify Apps with Lawsuit & New Technology | Meta,https://about.fb.com/news/2025/06/taking-action-against-nudify-apps,6.6,0,4,0,1,0,0,1,11,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Meta's Adversarial Threat Report, First Quarter 2023",https://about.fb.com/news/2023/05/metas-adversarial-threat-report-first-quarter-2023,6.5,0,0,0,0,0,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"Our Approach to Teen AI Safety: Empowering Parents, Protecting Teens",https://about.fb.com/news/2025/10/teen-ai-safety-approach,6.5,0,6,0,0,0,2,0,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Facebook Marketplace Gets a Glow Up,https://about.fb.com/news/2025/11/facebook-marketplace-gets-a-glow-up,6.5,0,2,0,0,0,0,2,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta's Q1 2023 Security Reports: Protecting People and Businesses,https://about.fb.com/news/2023/05/metas-q1-2023-security-reports,6.1,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Instagram Teen Accounts Will Be Inspired by Movie Ratings for Ages 13+,https://about.fb.com/news/2025/10/instagram-teen-accounts-13-movie-ratings,6.0,0,2,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
New Protections to Give Teens More Age-Appropriate Experiences on Our Apps,https://about.fb.com/news/2024/01/teen-protections-age-appropriate-experiences-on-our-apps,5.9,0,4,0,0,0,0,1,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
